HotelID,HotelName,star,taRating,reviewsCount,price,locality,country,city,thumbImage,description
423740,Sri Aarvee Hotels,2,4.0,41,2380,Near Bus Terminal,India,Coimbatore,/4237/423740/images/133182778_tn.jpg,"<p><b>Property Location: </b> Located in Coimbatore, Sri Aarvee Hotels is within a 10-minute drive of Gedee Car Museum and Puliakulam Vinayagar Temple.  This hotel is 2.7 mi (4.4 km) from PSG College of Technology and 3.8 mi (6.2 km) from Tamil Nadu Agricultural University.</p><p><b>Rooms: </b> Make yourself at home in one of the 72 air-conditioned rooms featuring LED televisions. Complimentary wireless Internet access keeps you connected, and cable programming is available for your entertainment. Bathrooms have showers and designer toiletries. Conveniences include phones, as well as desks and complimentary newspapers.</p><p><b>Amenities: </b> Enjoy recreation amenities such as an attached winery or take in the view from a rooftop terrace. Additional amenities at this hotel include complimentary wireless Internet access, concierge services, and babysitting/childcare (surcharge). Guests can catch a ride to nearby destinations on the area shuttle (surcharge).</p><p><b>Dining: </b> Enjoy a meal at the restaurant, or stay in and take advantage of the hotel's room service (during limited hours). Wrap up your day with a drink at the bar/lounge. A complimentary continental breakfast is served daily from 6:30 AM to 10 AM.</p><p><b>Business, Other Amenities: </b> Featured amenities include a business center, express check-in, and express check-out. A shuttle from the airport to the hotel is provided for a surcharge (available 24 hours), and free self parking is available onsite.</p>"
709100,Hotel Soorya International,2,2.5,9,990,Mettupalayam Road,India,Dead City,/7091/709100/images/soorya-international-mettupalayam-1476447000695jpg-112628714024-jpeg-fs_tn.jpg,"Hotel Soorya International, the best business hotel in Mettupalayam, at the gateway to Nilgiris. Conceived as an ideal retreat for leisure or vacation, our hotel offers a stay in the heart of Mettupalayam, enjoyment of the comfort of personalized service and well-equipped modern amenities. The aesthetic ambience, well-appointed guest rooms, and the delicious food are specially prepared to suit everyone."
423742,Sri Murugan Residency,3,3.5,6,2520,Near Airport,India,Coimbatore,/4237/423742/images/entarance-img-big_tn.jpg,"Sri Murugan Residency, Coimbatore, is a well-maintained and contemporary property. Ideal for the leisure travellers, this hotel offers a peaceful ambience, warm hospitality in addition to essential amenities and comfortable rooms.

<b>Location:</b>
Sri Murugan Residency is located at Civil Aerodrome (PO), opposite KMCH, Avinashi road. Places of visit like St. Antony's Church (Approx. 8km) and Lord Ganesha Temple (Approx. 8km) can be reached easily from this abode.The St. Antony's Church features open air shelter, religious depot with many articles and backyard for pilgrims. Guests must also explore other sight-seeing landmarks like Dhyanalinga Yogic Temple, Kodiveri Dam and Perur Siva Temple.

Coimbatore International Airport: 2 km (approx.)
Coimbatore Junction Railway Station: 13 km (approx.)

<b>Hotel Features:</b>
Sri Murugan Residency ensures a pleasant and hassle-free stay for the patrons with essential amenities such as room service, internet, 24-hour front desk, air conditioning, 24-hour security and doctor-on-call.

<b>Rooms:</b>
Guests can opt for deluxe and executive rooms at Sri Murugan Residency. These rooms with a contemporary appeal are well-organised and appropriately furnished. Each room is air-conditioned and equipped with amenities like colour TV, telephone, refrigerator and Wi-Fi access."
707612,Le Meridien Coimbatore,5,4.0,765,7670,Avinashi Road,India,Coimbatore,/7076/707612/images/e2704684_tn.jpg,"<p><b>Property Location: </b> A stay at Le Meridien Coimbatore places you in the heart of Coimbatore, a 2-minute drive from PSG College of Technology and 8 minutes from Tidel Park Coimbatore IT SEZ.  This 5-star hotel is 2.3 mi (3.8 km) from Gedee Car Museum and 2.4 mi (3.8 km) from Codissia Trade Fair Complex.</p><p><b>Rooms: </b> Make yourself at home in one of the 254 air-conditioned rooms featuring fireplaces and LCD televisions. Digital programming and DVD players are provided for your entertainment, while complimentary wireless Internet access keeps you connected. Private bathrooms with separate bathtubs and showers feature deep soaking bathtubs and rainfall showerheads. Conveniences include laptop-compatible safes and desks, and housekeeping is provided daily.</p><p><b>Amenities: </b> Pamper yourself with onsite massages, body treatments, and facials. If you're looking for recreational opportunities, you'll find an outdoor pool, a sauna, and a fitness center. Additional amenities at this Art Deco hotel include complimentary wireless Internet access, concierge services, and babysitting/childcare (surcharge).</p><p><b>Dining: </b> Grab a bite at Ponzu, one of the hotel's 4 restaurants, or stay in and take advantage of the 24-hour room service. Quench your thirst with your favorite drink at the bar/lounge.</p><p><b>Business, Other Amenities: </b> Featured amenities include a business center, limo/town car service, and express check-in. Planning an event in Coimbatore? This hotel has 250 square feet (23 square meters) of space consisting of a conference center and a meeting room. A roundtrip airport shuttle is provided for a surcharge (available 24 hours), and free valet parking is available onsite.</p>"
709822,MK Residency,2,4.5,257,2464,Near Bus Terminal,India,Coimbatore,/7098/709822/images/exterior_tn.jpg,""
709717,Dejavu Tranzs,2,4.0,11,2408,Avinashi Road,India,Coimbatore,/7097/709717/images/_MG_9413_tn.jpg,"Hotel Dejavu Tranzs, Coimbatore, is a contemporary offering for all the discerning travellers. The gracious hospitality and state-of-the-art services make the stay pleasant and perfect. The simplicity of the decor and the warmth of the ambience makes one feel at home. 

<b>Location: </b>
Hotel Dejavu Tranzs is located at Nava India, near Crimson Dawn Apartment, S.N.R College road. Places of visit like the ISKCON Krishna temple (Approx. 6km) and Selva Chinthamani Kulam (Approx. 8km) can be easily accessed from the hotel. Selva Chinthamani Kulam is located within the city on the north side of Perur road and east Selvapuram. It receives surplus water from the Kumaraswamy Lake. The excess water from the tank reaches Coimbatore's big tank in the down stream. Kodiveri Dam, Sri Ranganathar temple and Vellingiri Hill temple are other interesting destinations to explore. 

Distance from Coimbatore Railway Station: Approx. 5kms
Distance from Coimbatore International Airport: Approx. 7kms

<b>Hotel Features: </b>
Guests are ensured with a host of contemporary amenities by the hotel. The various essential amenities that make the stay convenient include internet facilities, daily housekeeping, security, front desk support, room service, travel desk support and a doctor-on-call. The hotel is also perfect for corporates as it includes conference facilities, business services and conference suites. It also provides intercom, travel assistance and car hire facilities on request. An Other interesting feature of the hotel are the multi-cuisine speciality vegetarian and non-vegetarian restaurant, which serves delectable food to the guests. 

<b>Rooms: </b>
Standard rooms and family rooms are offered to the guests for accommodation. These rooms are simple yet comfortable for a cosy stay. Air conditioning, a colour television, a phone line, a tea/coffee maker, a writing desk and international plug points are the amenities that ensure comfort and convenience for the guests during the stay."
708067,Hotel KK Residency,2,2.5,14,800,Gandhipuram-New Bus Terminal,India,Coimbatore,/7080/708067/images/kk-residency-hotel_tn.jpg,"Hotel KK Residency, Coimbatore, a perfect blend of efficient hospitality and contemporary appeal is best suited for business travelers. Its proximity to various eminent spots further makes it an ideal destination in the commercial area of the city. This well organized hotel offers personalized services to its corporate clients to ensure that they have a pleasurable stay with professionalism.

<b>Location</b>
Hotel KK Residency is opportunely sited at Sastri Road attributing some fascinating tourist destinations in the close vicinity. To name a few, they are Gass Forest Museum (2kms), VOC Park/Zoo (2kms), GD Naidu Museum (1km), Kumaran Art Gallery (1km), Tanjore Art Gallery (1km) and GD Naidu Museum (1km).

Coimbatore Airport- 10kms (Approx.)
Coimbatore Railway Station- 3kms (Approx.)
Gandhipuram Town Bus Stand- 1km (Approx.)

<b>Features</b>
The facilities are offered as per the convenience of its business clients like conference hall, express check in & checkout facility and travel desk. The hotels conference hall is fully equipped with all the contemporary amenities to suit the needs of the clients for the successful execution of their tasks. Car Parking, laundry service, doctor on call and acceptance of all major credit cards are some of the additional facilities offered in the premises. 

<b>Rooms</b>
The hotel's Single Rooms, Double Rooms, Non AC Economy Rooms, Non AC Deluxe Rooms, AC Rooms and AC Deluxe Rooms are wonderfully designed with an attractive appeal. Round the clock room services, leading satellite channels and attached bathroom are some of the amenities offered. 
"
707349,The Grand Regent,3,4.0,56,3540,Avinashi Road,India,Coimbatore,/7073/707349/images/home3_tn.jpg,"Hotel The Grand Regent, Coimbatore, centrally located in the city combines homely comfort with sophistication. The spacious, well-maintained rooms with essential amenities ensure the stay is convenient and comfortable. Strategic location, contemporary setting and relaxing ambience makes this hotel desirable among leisure as well as business travellers.

<b>Location:</b>
The Grand Regent hotel is located at Avinashi road, opposite to Senthil Towers. St Antony's Church (Approx. 3km) and Dhanvantri temple (Approx. 4km) are two holy shrines located in the vicinity of the hotel. Built as a small chapel in 1859, the St. Antony's church attracts a large number of devotees and is equipped with facilities like presbytery, open air shelter, religious depot with many articles and backyard for pilgrims. Marudhamalai Hill temple, Dhyanalinga Yogic temple and Perur Siva temple are other holy shrines that one can explore while touring Coimbatore.

Coimbatore International Airport: 10 km (approx.) 
Coimbatore Junction Railway Station: 3 km (approx.)

<b>Hotel Features:</b>
Apart from well-equipped rooms, The Grand Regent hotel offers guests a hassle-free stay with its convenient facilities. The basic amenities offered are room service, internet, 24-hour front desk, air conditioning, parking, travel desk, 24-hour security, and doctor-on-call. Conference facilities, business services and conference suite make it ideal among corporate travellers to hold meetings and seminars. For a fine dining experience patrons can visit two in-house restaurants namely Symphony, and The Fishing Net. Also, to savour refreshing beverages and light snacks patrons can enter Caf Regent coffee shop. Those who want to drink imported wines, domestic and international brands of liquor and choice of cocktails can visit The Courtyard -Permit Room bar.

<b>Rooms:</b>
Regal room, suite and regent room are three categories of accommodation offered to the guests. Each room is a fine blend of comfort and elegance. The rooms have wooden flooring that elevates its charm. For a comfortable stay, the rooms are equipped with amenities like air conditioning, iron, refrigerator, safe, DVD player, satellite TV, tea/coffee maker and writing desk."
711286,Hotel Vijai Paradise,2,3.5,45,1679,Sai Baba Colony,India,Coimbatore,/7112/711286/images/IMG_8181_tn.jpg,"Hotel Vijai Paradise, Coimbatore, is a fine business hotel located in the heart of the city. Various social and corporate gatherings come to life with the hotels banquet and conference facilities. With its tastefully designed rooms and truly cordial ambience, this hotel is the perfect abode of comfort.

<b>Location: </b>
Hotel Vijai Paradise is located at TV Samy road East, RS Puram. Guests can visit places like Selva Chinthamani Kulam (Approx. 5km) and Masjid e Taqwa (Approx. 6km), which are located close to the hotel. Selva Chinthamani Kulam is located within the city on north side of Perur road and east Selvapuram. It receives surplus water from the Kumaraswamy Lake. The excess water from the tank reaches Coimbatore's big tank in the down stream. Other interesting hotspots to explore include Dhyanalinga Yogic temple, Infant Jesus Church and Perur Patteeswara Swamy temple. 

Distance from Coimbatore Railway Station: Approx. 2kms 
Distance from Coimbatore International Airport: Approx. 13kms

<b>Hotel Features: </b>
Hotel Vijai Paradise offers an easy stay with an array of facilities. The essential amenities offered to the guests include room service, internet, 24-hour front desk support, air conditioning, elevators, parking, travel desk, 24-hour security and a doctor-on-call. Corporate guests can avail of business services during their stay at this hotel. Leisure travellers are ensured with wedding services and banquet facilities during their stay. The hotel also provides pick-up facilities on request. Also, the fine dining options and bar make the stay even more exciting. 'Vijai Chettinadu', a multi- cuisine restaurant serves delectable food while 'Showers A/c bar and lounge' is a perfect place to unwind. 

<b>Rooms: </b>
Hotel Vijai Paradise offers multiple options for accommodations. The room options include business class non A/c, business class A/c, family rooms and suites. These well-appointed air conditioned rooms usher guests into an abode of comfort and convenience. These rooms showcase an ambience of warmth with a range of utilities such as a colour television, a telephone, a bedside lamp, a writing desk and bedside control panels for the lights."
709701,Hotel Thaai,2,3.5,18,2055,City Centre,India,Dead City,/7097/709701/images/IMG_7754_tn.jpg,"Hotel THAAI or mother in Tamil embodies the same warmth and attention to details that provides you a home away from home.

It is with this vision of giving our guests the best of hospitality  that Hotel Thaai was opened in the year 1991. It is to say that the origins of Hotel Thaai dates back many decades ago to the extensively popular and oldest existing vegetarian restaurant, The Royal Hindu Restaurant which is also popularly known as RHR. The restaurant has become a part of the city???s history with it being opened in 1931."
711293,Hotel Vijai,2,4.0,15,1680,Near Bus Terminal,India,Dead City,/7112/711293/images/14092017_108_tn.jpg,"Vijai Lodge, Coimbatore, offers comfortable accommodation with its modern amenities and friendly hospitality. Strategically located in the city, its proximity to the vantage points make it an ideal destination among discerning travellers. 

<b>Location: </b>
Vijai Lodge, Coimbatore, is located at Kalingarayar street. Ram temple (Approx. 1km) and Perur Patteeswara Swamy Temple (Approx. 9km) are some of the places located near the hotel. Perur Patteeswara Swamy temple is one of the major attractions in the region situated on the embankment of river Noyyal. The revered shrine comprises Golden Hall and idol of Natraja in the sanctum as chief highlights. Other places that can be visited include Monkey Falls, Ramar temple and the Kovai Kutralam Falls.

Distance from Coimbatore Railway station: Approx. 3kms
Distance from Coimbatore International Airport: Approx. 11kms

<b>Hotel Features: </b>
The hotel provides contemporary amenities for a relaxed stay. Room service, 24-hour front desk, air conditioning, non-smoking rooms, parking, 24-hour security and doctor-on-call are the basic amenities ensured to the guests during the stay. The hotel also has a well stocked bar which is just perfect to spend quality time with loved ones. 

<b>Rooms: </b>
Deluxe non A/c room and deluxe A/c room are the choice of rooms that the hotel offers. The rooms are ideal for a pleasant stay in Coimbatore. Air conditioning, colour television and complimentary Wi-Fi access are the standard amenities available in all the rooms."
709059,Sri Krishna Vilas,2,4.0,29,990,Avinashi Road,India,Dead City,/7090/709059/images/Krishna_Room_1_tn.jpg,"Sri Krishna Vilas Hotels, one among the very few Hotels with a history of more than half a century , in the heart of Coimbatore, The Manchester of South India, situated just a couple of minutes walk away from the Railway Station, rendering service blended with Yester Years Hospitality and the present days comfort. 

Very Comfortable yet not luxurious Rooms"
711095,SBS Grand,3,4.0,64,2576,Avinashi Road,India,Coimbatore,/7110/711095/images/_MG_8559_tn.jpg,"Hotel SBS Grand, Coimbatore, is a budget hotel that provides an elegant setting for both business and leisure travellers. The gratifying hospitality is beautifully complemented by the string of contemporary amenities offered by the hotel. Located close to the airport and railway station, this hotel is a perfect accommodation option for frequent travellers to Coimbatore. 

<b>Location: </b>
Hotel SBS Grand is located at Dr. Jeyavardhanavelu Nagar, Masakalipalayam road. Nearby places to visit from the hotel are Ayappa temple (Approx. 7km) and Lord Sri Muniappan temple (Approx. 7km). Guests must visit the holy Ayyappan temple which is a magnificent temple constructed in 1976 by Sri Dharma Sastha Baktha Jana Sabha. It is similar to the Ayyappan temple in Sabarimala. Therefore, all prayers and ceremonies are replicas of those done at Sabarimala. Kovai Kutralam Falls,Vellingiri Hill temple and Anubhavi Subramaniar temple are other interesting destinations to explore in Coimbatore. 

Distance from Coimbatore Railway Station: Approx. 7kms
Distance from Coimbatore International Airport: Approx. 4kms 

<b>Hotel Features: </b>
Hotel SBS Grand makes the stay of every guest hassle-free with its range of facilities. The basic amenities offered to the guests include room service, 24-hour front desk support, air conditioning, elevators, non-smoking rooms, parking, travel desk, 24-hour security, a concierge and a doctor-on-call. With its business services, board room, conference equipments and banqueting facilities, this hotel is an ideal destination for social and corporate events. The hotel also provides airport & railway station pick up and drop on request. The in-house coffee-shop is a perfect place to spend leisure time with loved ones. For dining, 'The Bay-Leaf' multi-cuisine restaurant serves delectable food which can be indulged by the guests during their stay. 

<b>Rooms: </b>
Standard rooms, deluxe rooms, executive rooms and super deluxe rooms are offered to the guests as an accommodation options. Elegance, functionality and warmth define the essence of the rooms in SBS Grand. The contemporary amenities ensure a comfortable stay for the guests. The accommodations are fitted with amenities like air conditioning, a colour television, a bedside lamp, an in-room safe, a phone line, temperature control, international plug points and bedside control panels for the lights in the room."
711461,Navaratna,3,3.0,38,1689,City Centre,India,Coimbatore,"",""
709585,Treebo Vinayak In,3,3.5,29,1221,Near Railway Station,India,Coimbatore,/7095/709585/images/054e3f14_tn.jpg,"<p><b>Property Location: </b> With a stay at Treebo Vinayak In in Coimbatore, you'll be within a 10-minute drive of Puliakulam Vinayagar Temple and Gedee Car Museum.  This hotel is 3.2 mi (5.2 km) from PSG College of Technology and 3.9 mi (6.3 km) from Tamil Nadu Agricultural University.</p><p><b>Rooms: </b> Stay in one of 29 guestrooms featuring flat-screen televisions. Complimentary wireless Internet access keeps you connected, and satellite programming is available for your entertainment. Bathrooms have showers and complimentary toiletries. Conveniences include desks and coffee/tea makers, and housekeeping is provided daily.</p><p><b>Dining: </b> Enjoy a meal at the restaurant, or stay in and take advantage of the hotel's room service (during limited hours). A complimentary breakfast is included.</p><p><b>Business, Other Amenities: </b> Free self parking is available onsite.</p>"
711540,Hotel SPR Inn,3,3.0,21,2239,City Centre,India,Coimbatore,/7115/711540/images/bce5dd1a_tn.jpg,"<p><b>Property Location: </b> With a stay at Hotel SPR Inn in Coimbatore, you'll be 2.6 mi (4.2 km) from Tamil Nadu Agricultural University and 4 mi (6.5 km) from Gedee Car Museum.  This hotel is 4.6 mi (7.4 km) from Puliakulam Vinayagar Temple and 5 mi (8 km) from PSG College of Technology.</p><p><b>Rooms: </b> Make yourself at home in one of the 33 air-conditioned rooms featuring flat-screen televisions. Complimentary wireless Internet access keeps you connected, and cable programming is available for your entertainment. Bathrooms have showers and complimentary toiletries. Conveniences include phones, as well as desks and complimentary newspapers.</p><p><b>Amenities: </b> Take advantage of recreation opportunities such as bicycles to rent, or other amenities including complimentary wireless Internet access and concierge services. Guests can catch a ride on the shuttle (surcharge), which operates within 3 kilometers.</p><p><b>Dining: </b> Enjoy a meal at the restaurant, or stay in and take advantage of the hotel's room service (during limited hours). Wrap up your day with a drink at the bar/lounge. A complimentary continental breakfast is served daily from 7 AM to 10 AM.</p><p><b>Business, Other Amenities: </b> Featured amenities include complimentary wired Internet access, complimentary newspapers in the lobby, and dry cleaning/laundry services. This hotel has 15 meeting rooms available for events. For a surcharge, guests may use a shuttle from the airport to the hotel (available 24 hours) and a train station drop-off service.</p>"
711487,Mount Hotel,2,3.0,12,900,City Centre,India,Dead City,/7114/711487/images/_MG_8620_tn.jpg,"Hotel Mount, Coimbatore, is a budget hotel that offers all the facilities to ensure a memorable and pleasant experience. The range of amenities ensures convenience while the tastefully appointed rooms offer a relax stay. The business services make it an ideal destination for corporate travellers. 

<b>Location: </b>
Hotel Mount is located in the commercial area known as Oppanakara street, opposite to Corporation bank. Nearby places to visit from the hotel include Punitha Anthariyar Church (Approx. 1km) and Koniammam temple (Approx. 1km). Koniammam temple is one of the beautiful temples in Coimbatore, which houses a statue of 'Devi Koni Amman' in the style of 'Mahisasuramardhini'. Vydehi Waterfalls, Narayana Kavi Memorial and Architectural Aazhiyaar Dam are other prominent attractions to explore in the city. 

Distance from Coimbatore Railway Station: Approx. 1km
Distance from Coimbatore International Airport: Approx. 16kms

<b>Hotel Features: </b>
Hotel Mount ensures a hassle-free stay to the guests with its host of facilities. The basic amenities offered to the guests include room service, 24-hour front desk support, air conditioning, parking, travel desk, 24-hour security and a doctor-on- call. Corporate guests can make use of the business services during their stay. 

<b>Rooms: </b>
Guests can opt to stay in deluxe non A/c rooms, deluxe A/c rooms, six bedded non A/c rooms and six bedded A/c rooms. Well- appointed and bright, these rooms are perfect for a relaxed stay. A colour television and a bedside lamp are some of the in-room amenities ensured to the guests during their stay."
711821,Svarga Residency,3,4.0,34,2799,Thondamuthur Road,India,Dead City,/7118/711821/images/_MG_8855_tn.jpg,"Welcome to Svarga Residency, Located en route to the famous Marudhamalai hills, Svarga Residency is an elegantly built property endowed with all luxurious facilities. The hotel offers excellent lodging services well equipped with all requisite facilities.

The hotel also has a multi-cuisine restaurant offering various exotic meals that will satiate your hunger and also your taste. The hotel???s other amenities include air-conditioned party hall and conference rooms to carry out various professional and casual activities at any occasion. Apart from these, the hotel is also furnished with air-conditioned bar facility possessing fine collections of wine and liquors. Svarga is the gateway to a perfect hospitality and luxurious accommodation amidst the serene beauty of western ghats."
710260,AP Hotel,2,4.0,28,1568,Near Railway Station,India,Coimbatore,/7102/710260/images/IMG_8023_tn.jpg,"Hotel AP, Coimbatore, lures guests with its modish architecture. The well-appointed rooms, fine interiors and proximity to Coimbatore railway station and other landmarks defines the essence of Hotel AP. With its business facilities and a string of other contemporary amenities, Hotel AP is just perfect for business travellers and leisure guests alike.

<b>Location: </b>
 Coimbatore, the other name of which is Kovai, is the second biggest city in the state of Tamil Nadu. Other places that can be explored are Dhyanalinga Yogic temple, Forest College Museum and the Indira Gandhi Wildlife Sanctuary.

Distance from Coimbatore Railway station: Approx. 2kms
Distance from Coimbatore International Airport: Approx. 14kms 

<b>Hotel Features: </b>
The essential amenities offered to the guests are 24-hour front desk, 24-hour room service, parking and 24-hour security. Corporate guests are ensured with business services, audio visual equipment, LCD/projector, convention centre, meeting facilities and board room. The vibrant decor of the bar and its soothing ambience allows guests to unwind after a hard day at work. 

<b>Rooms: </b>
The hotel offers deluxe non A/c and deluxe A/c rooms for accommodation. Tastefully furnished and well-lit, these rooms are truly warm. Air conditioning, colour television, satellite TV and international plug points are the basic amenities ensured to the guests for a comfortable stay."
711629,Skylite Hotels,2,3.5,33,2408,Near Airport,India,Coimbatore,/7116/711629/images/DSC_0390_tn.jpg,"Skylite Hotels welcomes you to the eternal world of comfort at the prestigious Coimbatore city. The hotel features original art works & contains very spacious, ventilated rooms which makes you feel that you are in a heaven. The hotel is designed to have separate special rooms allotted for leisure travelers who expect autonomy and for business travelers who feel Royal Experience.


<b>Location: </b>
Skylite Hotels is located on Airport Road, Coimbatore. The city is the fourth largest metropolis in South India and is the administrative capital of Coimbatore district. Places to visit that are proximate to the hotel are Ayyappan Temple and Lourds Church. The pious Lourds Church started its first Sunday devotion from September 1949. People from neighbouring villages and cities gather in hundreds on the first Saturdays for worship. Other famous places to visit include Dhyanalinga Yogic Temple, Infant Jesus Church and Perur Patteeswara Swamy Temple.

Distance from Coimbatore Railway Station: Approx. 9 km
Distance from Coimbatore International Airport: Approx. 750 Mt


<b>Hotel Features: </b>

Skylite Hotels constantly keeps altering their services to provide guests with the best during the stay. It is equipped with all the modern amenities required without compromising on quality. Some of the basic amenities offered are ample parking and transportation services. Guests can plan their journey through the travel desk facility provided by the hotel. For conducting business or social events, banquet/conference facility or boardroom is also provided by the hotel. 

<b>Rooms: </b>
Skylite Hotels offers a variety of accommodations, including comfort rooms and Pleasure rooms. All the rooms feature a modern decor, luxurious appeal and a calming ambience. Basic amenities such as LCD television, in-room safe and Wi-Fi access are provided."
711780,Vijay Park Inn,3,4.0,183,2240,Near Bus Terminal,India,Coimbatore,/7117/711780/images/front-view_tn.jpg,"A 3-star hotel, only 1.2km from Central Bus Stand and 2.2km from Coimbatore Junction, Hotel Park View Inn is suitable for business and leisure traveller. Offering 37 comfortable and well equipped rooms, with amenities like daily newspaper, iron/ironing board, tea/coffee maker, snack and fruit basket and mini bar. 

Dine under the stars at the 'Roof Top' restaurant that serves some South Indian and North Indian specialities at live counters. Ideal if you have children as it has an attached play area so mum and dad can also enjoy some quiet time. One can enjoy breakfast, lunch and dinner buffet at 'Spice Tree' or snack on some pastries, homemade chocolate and ice cream at the 'Coffee Estate'. 

TNUA Botanical Garden and Perur Patteeswarar Temple are some attractions less than 10kms away."
716591,Hotel Heritage Inn,3,4.0,170,3481,Gandhipuram-New Bus Terminal,India,Coimbatore,/7165/716591/images/87426621_tn.jpg,"Located in close vicinity of main attractions of the city such as TNAU Botanical Garden, Tamil Nadu Agricultural University, Perur Patteeswarar Temple, Gass Forest Museum, Town Hall, Kovai Kondattam Theme Park and Black Thunder Theme Park, Hotel Heritage Inn is one of the best-rated hotels in the city. 

The central location of the hotel within the heart of the bustling metropolis of Tamil Nadu makes it one of the most preferred hotels by the visitors travelling for pleasure or business. The rooms have present-day luxuries such as a mini-bar and espresso maker. The hotel also provides the travel desk to its tourists along with foreign currency exchange. The hotel's Multi-cuisine Restaurant, Paruvaa offers delicious Indian food and so does the Rooftop Restaurant, Apex Garden. Enjoy the colossal selection of drinks at the in-house bar  Rafters."
716642,Spice Home Stay,2,3.0,2,2239,Avinashi Road,India,Coimbatore,/7166/716642/images/Copy_of_Deluxe_Room-View_2_tn.jpg,"Spice Home Stay, Peelamedu lures guests with its modish architecture. The well-appointed rooms, fine interiors and proximity to Coimbatore railway station defines the essence of the hotel."
711788,Hotel Grand Palace,2,4.0,17,1400,Gandhipuram-New Bus Terminal,India,Coimbatore,/7117/711788/images/DSC_0006_tn.jpg,"Hotel Grand Palace is centrally located in Coimbatore city. Few minutes walk from the central bus station, 2kms from Railway station and just 9 Kms from the Coimbatore Airport."
715032,Sri Marutham Lodge,2,4.0,6,790,Gandhipuram-New Bus Terminal,India,Coimbatore,/7150/715032/images/Copy_of_2015-01-09_11-42-55_tn.jpg,"Sri Marutham Lodge, Coimbatore is a delightful hotel to spend a rejuvenating holiday in. It is a budget hotel of fine status that is known to put forward satisfactory lodging with unparalleled hospitality. Guests can take pleasure in its tastefully done rooms, placid ambience and contemporary amenities. The hotel runs with a motto to satisfy patrons with personalized attention and utter concern. Pick it up to experience the true meaning of valuable lodging. 

<b>Location</b>
The hotel is favorably located in Coimbatore giving a chance to visit some remarkable tourist destinations in the close vicinity. Some of them are GD Naidu Museum (600m), Gass Forest Museum (3kms), VOC Park (2kms), JJS Modern Art Gallery (400m), Kumaran Art Gallery (900m) and TNAU Botanical Garden (5kms). 

Distance from Coimbatore Airport- 13 km (Approx.)
Distance from Railway Station- 2 km (Approx.)
Distance from Bus Stop- 200 m (Approx.)

<b>Features</b>
The facilities offered by the hotel are free parking, WI-FI service and laundry facility. The travelers travelling by the road find a secure place to park their vehicles conveniently. They can stay connected during their vacations as well due to the presence to WI-FI in the premises.

<b>Rooms</b>
Hotel's AC Rooms are beautifully designed keeping in mind the sheer comfort and luxury that the patrons desire. The rooms are equipped with internet access, central air conditioning, cable/satellite TV and well maintained attached bathroom."
713823,Legends Inn,2,3.5,83,1456,Near Railway Station,India,Coimbatore,/7138/713823/images/Exterior_tn.jpg,"Legends Inn, Coimbatore is a valued budget property with comfort and cleanliness. The infrastructure has an attractive appeal that reflects serenity. Even though this hotel has decently manifested, it offers inviting hospitality and serves its clients with utter attention and gigantic services. Its finest accommodation is just the right place to get in and have a good slumber. 

<b>Location</b>
Legends Inn is conveniently sited just opposite the Railway Station. It features some interesting tourist spots in the close proximity. To name a few, they are Gass Forest Museum (2kms), VOC Park/Zoo (2kms), GD Naidu Museum (1km), Kumaran Art Gallery (1km), Tanjore Art Gallery (1km) and GD Naidu Museum (1km).

Coimbatore Airport- 10kms (Approx.)
Coimbatore Railway Station- 200m (Approx.)
Gandhipuram Town Bus Stand- 300m (Approx.)

<b>Features </b>
Legends Inn offers a basic list of facilities like restaurant, room services, deposit lockers and acceptance of credit cards. The in house restaurant is a perfect place to pamper yourselves in the gracious ambience over the bite of your favorite delightful delights. Express checkout facility, doctor on call, travel desk, car rental, car parking and laundry services are some of the additional facilities offered.

<b>Rooms</b>
The hotel owns AC Rooms and Non AC Rooms that are beautifully designed to offer comfort and luxury to its clients. They are equipped with telephone connectivity, attached bathroom with running hot & cold water and closed circuit TV. 
"
